Channel,Recipient,Title,TypeOfSupport,FinancialInstrument,Sector,Ressort,Jahr,Klimafinanzierung in USD,Region,Kontinent
bilateral,ASEAN,Climate Smart Land Use in ASEAN,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ASEAN,Energy Efficiency and Climate Change mitigation in the Land Transport Sector of the ASEAN Region,mitigation,Grant,Transport & Storage (210),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ASEAN,ASEAN Sustainable Agrifood Systems (ASEAN Biocontrol),cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ASEAN,ASEAN Municipal Solid Waste Management Enhancement,mitigation,Grant,Multisector (410),BMZ,2021,3000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ASEAN,Forestry and Climate Change (FOR-CC),cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,ASEAN,"Reduce, Re-use, Recycle to save Coral Reefs",mitigation,Grant,Water Supply & Sanitation (140),BMZ,2021,6000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,"Asia, regional",Strengthening the disaster risk management (DRM) structures and capacities in Bangladesh and Myanmar,adaptation,Grant,Other Multisector (430),BMZ,2021,2015000.0,Asien,Asien
bilateral,"Asia, regional",Cities Development Initiative for Asia - CDIA,cross-cutting,Grant,Other Multisector (430),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional","Green Growth in the Heart of Borneo: Integrating conservation, economic development and well-being of communities across a transboundary landscape",mitigation,Grant,Multisector (410),BMU,2021,-26960.08,Asien,Asien
bilateral,"Asia, regional",Promotion of climate risk insurance in three Southeast Asian countries (RFPI III),adaptation,Grant,Banking & Financial Services (240),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Taking Deforestation out of Banks Portfolios in Emerging Markets,mitigation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional","Strengthening the resilience of poor populations to climate change in selected ASEAN countries, with special reference to COVID-19",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,6000000.0,Asien,Asien
bilateral,"Asia, regional",Advancing and easuring sustainable consumption and production (SCP) patterns for a low-larbon economy in middle-income and newly industrialized countries (Advance SCP),mitigation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Qualification on communication and public relations,cross-cutting,Grant,Other Multisector (430),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",FELICITY II - Eastern Partnership and Central Asia Program - preparation phase ,mitigation,Grant,Energy (230),BMU,2021,262000.0,Asien,Asien
bilateral,"Asia, regional",Global Alternative Tourism Network (GATN).,mitigation,Grant,Tourism (330),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional","Strengthening the capacity of the waste sectors in Bhutan, Mongolia and Nepal by means of a circular economy concept aimed at reducing greenhouse gases (GHGs) and short-lived climate pollutants (SLCPs)",mitigation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Conservation of Biodiversity in the Kailash-Region (PN 2011.2228.2),adaptation,Grant,Multisector (410),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional","CAWa Green, Promoting Water Security and Climate Change Adaption through integrated Water and Land Resource Monitoring",cross-cutting,Grant,Multisector (410),AA,2021,557000.0,Asien,Asien
bilateral,"Asia, regional",Cities Development Initiative for Asia - CDIA,cross-cutting,Grant,Other Multisector (430),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Oasis platform for climate and catastrophe risk assessment - Asia,adaptation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",ICIMOD - Regional Resources Management in Himalaya-Hindukusch,adaptation,Grant,Multisector (410),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional","Programm """"Green Central Asia: Grenzüberschreitender Dialog zu Fragen von Klima, Umwelt und Sicherheit in Zentralasien und Afghanistan""""",cross-cutting,Grant,Multisector (410),AA,2021,360000.0,Asien,Asien
bilateral,"Asia, regional",Regional Learning Platform for Facilitating Change Processes towards Food Sovereignty in Asia,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Phase III of the programme Transboundary water management in Central Asia,cross-cutting,Grant,Multisector (410),AA,2021,690000.0,Asien,Asien
bilateral,"Asia, regional",Facilitating People-Led Development Processes amongst NGO Partners in Asia,adaptation,Grant,Government & Civil Society (150),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Ecosystem-based adaptation in high mountain regions of Central Asia,adaptation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Progressive Alliances for climate protection and social-ecological transformations in Asia,cross-cutting,Grant,Multisector (410),BMZ,2021,2094000.0,Asien,Asien
bilateral,"Asia, regional","Developing capacities for climate policy in Southeast & Eastern Europe, South Caucasus and Central Asia",cross-cutting,Grant,Multisector (410),BMU,2021,1500000.0,Asien,Asien
bilateral,"Asia, regional",Improved framework for the implementation of greenhouse gas emissions reducing SCP in the ASEAN-countries,mitigation,Grant,Multisector (410),BMZ,2021,678750.0,Asien,Asien
bilateral,"Asia, regional",Proliferation of sustainable consumption and production (SCP) in Asia – the next 5 countries (SCP Outreach),mitigation,Grant,Multisector (410),BMU,2021,5000000.0,Asien,Asien
bilateral,"Asia, regional",Promoting exchange on food sovereignty and agroecology in Asia,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,630000.0,Asien,Asien
bilateral,"Asia, regional",NDC Transport Initiative for Asia,mitigation,Grant,Transport & Storage (210),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Strentthening of Adult Learning and Education in Asia,adaptation,Grant,Education (110),BMZ,2021,5965355.5,Asien,Asien
bilateral,"Asia, regional",Applying seasonal climate forecasting and innovative insurance solutions to climate risk management in the agriculture sector in Southeast Asia,adaptation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Promotion of agroecology and improving livelihoods of marginalised communities in Asia,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Ecosystem-based land use and conservation of the ecosystems at the lower course of the Amu Darya river,adaptation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Policy engagement for the protection of natural resources in HKH,adaptation,Grant,Multisector (410),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Orientation of infrastructure investments on the goals of the Paris Agreement and the 2030 Agenda in Central and Southeast Asia - Preparation Phase,mitigation,Grant,Multisector (410),BMU,2021,322052.29,Asien,Asien
bilateral,"Asia, regional",Urban-Act: Integrated Urban Climate Action for low-carbon & resilient cities,cross-cutting,Grant,Other Multisector (430),BMU,2021,525000.0,Asien,Asien
bilateral,"Asia, regional","Improving the Incentive Framework and Capacity for Green, Climate-related Investments in Eastern Partnership Countries and Central Asia",mitigation,Grant,Multisector (410),BMU,2021,1000000.0,Asien,Asien
bilateral,"Asia, regional",Ambitious City Promises: Commitments for low-carbon urban development in Southeast Asian large cities ,adaptation,Grant,Other Multisector (430),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Economic Inclusion through Sustainable Cooperative Systems in Asia,mitigation,Grant,Banking & Financial Services (240),BMZ,2021,3704430.0,Asien,Asien
bilateral,"Asia, regional",Further training of small business to implement decentralized projects of Sanitation and Wastewater Treatment,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Regional and child-centred climate change adaptation in Southeast Asia,adaptation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Strengthening structures and humanitarian preparedness and response capacities of the Bangladesh Red Crescent Society and Myanmar Red Cross Society,adaptation,Grant,Humanitarian Aid (740),BMZ,2021,300942.0,Asien,Asien
bilateral,"Asia, regional","Sustainable, climate-friendly palm oil production and procurement
",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Promoting Food Sovereignty in Asia,adaptation,Grant,Trade Policies & Regulations (330),BMZ,2021,130000.0,Asien,Asien
bilateral,"Asia, regional",Solutions for Marine and Coastal Resilience in the Coral Triangle - scoping mission,cross-cutting,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional","Reg. project South Asia: Integrates water management in urban areas as a core tast of municipal services of general interest Inda, Nepal, Bangladesh",cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2021,3000000.0,Asien,Asien
bilateral,"Asia, regional","Support to the Implementation of the Regional Plan of Action of the Coral Triangle Initative on Coral Reefs, Fisheries and Food Security in the Sulu Sulawesi Seascape Countries",mitigation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Political and social activities in Insular countries of South-East Asia,cross-cutting,Grant,Government & Civil Society (150),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Forest Landscape Restoration with PPPs  in Asia,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Global Alternative Tourism Network (continuation),cross-cutting,Grant,Tourism (330),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Terrestrial Carbon Accounting International Academic Partnership (TCAICP) ,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",People-led development in member federations of the International Federation of Rural Adult Catholic Movements in Asia,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Energy partnerships with countries in Eastern Europe and Central Asia,mitigation,Grant,Energy (230),BMWi,2021,21971953.64,Asien,Asien
bilateral,"Asia, regional",Climate Change and Ressource Politics Asia,cross-cutting,Grant,Government & Civil Society (150),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Support of the market development of renewable energies in selected UNECE countries: RE Uptake,mitigation,Grant,Energy (230),BMWi,2021,560856.24,Asien,Asien
bilateral,"Asia, regional",Regional Programme Asia,mitigation,Grant,Government & Civil Society (150),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional","Clean, Affordable and Secure Energy for Southeast Asia (CASE)",mitigation,Grant,Energy (230),BMU,2021,19550000.0,Asien,Asien
bilateral,"Asia, regional",Strengthening capacities of indigenous movements’ leaders in Asia,mitigation,Grant,Government & Civil Society (150),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Strengthening the resilience of the Mekong region wetlands by means of a Ramsar regional initiative,adaptation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Climate Change and Ressource Politics Asia,cross-cutting,Grant,Government & Civil Society (150),BMZ,2021,789750.0,Asien,Asien
bilateral,"Asia, regional",Avoidance of deforestation and forest degradation in the border area of southern Laos and central Vietnam for the long-term conservation of carbon sinks and biodiversity,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Climate Change Education and Green Network in Asia Phase II. Continuation,cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",REDD+ Himalaya: Capacity building for using REDD+ to conserve natural biodiverse carbon sinks in the Himalayas,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",People-led development in member federations of the International Federation of Rural Adult Catholic Movements in Asia,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Bridging science and capacity building for safer future: integrated water ressources management strategies across competing sectors and transboundary dialogue in Central Asia under climate change,cross-cutting,Grant,Multisector (410),AA,2021,290000.0,Asien,Asien
bilateral,"Asia, regional",Green Central Asia Konferenzorganisation,cross-cutting,Grant,Multisector (410),AA,2021,69000.0,Asien,Asien
bilateral,"Asia, regional","Conservation of biodiversity, seagrass ecosystems and their services – safeguarding food security and resilience in vulnerable coastal communities in a changing climate",cross-cutting,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Biodiversity conservation in the Central Annamites through ecosystem protection and land management,adaptation,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Strengthening regional experiences on sustainable peatland management (ASEAN-REPEAT) ,cross-cutting,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",Central Asian Desert Initiative (CADI) – conserving winter-cold deserts in Central Asia and adapting their uses,cross-cutting,Grant,Multisector (410),BMU,2021,0.0,Asien,Asien
bilateral,"Asia, regional",NAMA-Programme for the construction sector in Asia,mitigation,Grant,"Industry, Mining, Construction (320)",BMU,2021,0.0,Asien,Asien
bilateral,Azerbaijan,"South Caucasus Ecoregional Nature Conservation Programme, Phase III, Azerbaijan Component",cross-cutting,Grant,Multisector (410),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Climate Change Adapted Urban Development in Bangladesh Phase III,adaptation,Grant,Other Multisector (430),BMZ,2021,11500000.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Climate Change Adapted Urban Development in Bangladesh Phase III (AM),adaptation,Grant,Other Multisector (430),BMZ,2021,1000000.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Poverty reduction and urban resilience in Bangladesh,adaptation,Grant,Other Multisector (430),BMZ,2021,116000.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Energy Efficiency in the grid-based Power Supply II (BM),mitigation,Grant,Energy (230),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Renewable Energy and Energy Efficiency Programme,mitigation,Grant,Energy (230),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Renewable Energy and Energy Efficiency Programme,mitigation,Grant,Energy (230),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Strengthening the resilience of families living in Ukhiya and Teknaf through the creation of sustainable income opportunities and improved political and economic participation.,adaptation,Grant,Education (110),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,"Geoinformation for urban planning and adaptation to climate change, Bangladesh",adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Promotion of climate friendly energy supply,mitigation,Grant,Energy (230),BMZ,2021,1000000.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Promotion of climate friendly energy supply,mitigation,concessional loan,Energy (230),BMZ,2021,86000000.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Urban management of climate-conditioned internal migration,adaptation,Grant,Government & Civil Society (150),BMZ,2021,500000.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,"Improve Livelihood Situations & Peace Building of the Hosting Communities and Rohingya Refugees in Ukhiya, Cox’s Bazar",adaptation,Grant,Other Multisector (430),BMZ,2021,0.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Climate Change Adapted Urban Development in Bangladesh Phase III,adaptation,Grant,Other Multisector (430),BMZ,2021,7500000.0,Süd- und Zentralasien,Asien
bilateral,Bangladesh,Climate Change Adapted Urban Development in Bangladesh Phase II,adaptation,Grant,Other Multisector (430),BMZ,2021,1000000.0,Süd- und Zentralasien,Asien
