index;Channel;Recipient;Title;FinancialInstrument;TypeOfSupport;Sector;GrantEquivalent;SubSector;AdditionalInformation;Year;Klimafinanzierung;Haushalt;Ressort;Recipient Deutsch;Region;Kontinent;CONTINENT;ISOCode
665;Bilateral;Namibia;Beratung von Institutionen des Straßenverkehrswesens;Zuschuss;mitigation;Transport und Lagerhaltung;0.0;Transport policy and administrative management (21010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2015.2210.1;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
666;Bilateral;Namibia;Biodiversity and Climate Change II;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2015.2211.9;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
667;Bilateral;Namibia;Support to Land Reform;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Urban development and management (43030);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2015.2214.3;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
668;Bilateral;Namibia;Integrated wildlife management;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2015.6913.6;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
669;Bilateral;Namibia;Food security project for rural communities in North-Western Namibia;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7553.9;2021;300000.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
670;Bilateral;Namibia;Improving food security and income, continuation;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7565.3;2021;175000.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
671;Bilateral;Namibia;Education for Sustainable Development;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Environmental education/training (41081);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7430.0;2021;150000.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
672;Bilateral;Namibia;Transnational project to improve environmental education and adaptation to climate change in Mozambique, Namibia and South Africa;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Environmental education/training (41081);BMZ (Engagement Global gGmbH), significant objective, 2019.0601.5-4095;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
673;Bilateral;Namibia;Improving of Nutrition and Income through Cultivation, Use and Trade of Moringa;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2018.7671.3;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
674;Bilateral;Namibia;Competitive and Climate-resilitent Agriculture and Food Security;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2019.2324.2;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
675;Bilateral;Namibia;"Fiduciary Equity Investment Namibia (IHS SSA)
";Darlehen;mitigation;Sonstige Soziale Infrastruktur und Dienste;0.0;Low-cost housing (16040);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2016.6531.4;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
676;Bilateral;Namibia;Improving the livelihoods of the SAN communities in Nyae Nyae and Na-Jaqna Conservancy, continuation;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2019.7665.3;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
677;Bilateral;Namibia;Water Sector Support Program;Darlehen;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water supply - large systems (14021);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2020.6842.7;2021;42000000.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
678;Bilateral;Namibia;Labour-based Road Construction V;Zuschuss;adaptation;Transport und Lagerhaltung;0.0;Road transport (21020);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2011.6570.3;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
679;Bilateral;Namibia;Support to Community Conservation Programme;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2017.6851.4;2021;2500000.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
680;Bilateral;Namibia;Bush Control and Biomass Utilisation;Zuschuss;mitigation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural land resources (31130);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2017.2064.8;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
681;Bilateral;Namibia;Integrated Park Management in Namibia;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2011.6606.5;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
682;Bilateral;Namibia;Land Reform Programme II;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agrarian reform (31164);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2011.6571.1;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
683;Bilateral;Namibia;DBN credit line for climate-relevant infrastructure investments;Darlehen;cross-cutting;Finanzwesen;0.0;Formal sector financial intermediaries (24030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2016.6868.0;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
684;Bilateral;Namibia;Building Institutional, Economic and Environmental Sustainability for Community-based Organisations;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2015.7521.6;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
685;Bilateral;Namibia;Provision of livestock and agricultural advisory support;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2016.2238.0;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
686;Bilateral;Namibia;Edu Link: Sustainable Climate Protection in Namibian municipalities by systematic integration of high-quality lessons in environmental education via crosslinked Environmental Education Centers.;Zuschuss;cross-cutting;Bildung;0.0;Teacher training (11130);BMZ (Engagement Global gGmbH), significant objective, 2017.0601.9-2673;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
687;Bilateral;Namibia;Access Roads for Climate Change Adaption in Northern Namibia;Zuschuss;adaptation;Transport und Lagerhaltung;0.0;Road transport (21020);BMZ, program financed by the 'German Energy and Climate Fund'/ 'International Climate and Environmental Protection' (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2012.9760.5;2021;1416924.61;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
688;Bilateral;Namibia;DBN credit line for climate-related infrastructure projects-accompanying measure;Zuschuss;cross-cutting;Finanzwesen;0.0;Formal sector financial intermediaries (24030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2017.7028.8;2021;0.0;Haushaltsmittel;BMZ;Namibia;Südliches Afrika;Afrika;Africa;NAM
689;Bilateral;Niger;Integrated project to further food security in the Tillabéry region, Niger;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Food crop production (31161);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2019.3272.2;2021;0.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
690;Bilateral;Niger;Niger Country Strategic Plan (CSP) ;Zuschuss;adaptation;Entwicklungsorientierte Nahrungsmittelhilfe/Hilfe zur Ernährungssicherung;0.0;Food assistance (52010);BMZ (UN World Food Progrmme (WFP)), significant objective, 2018.1844.2;2021;16000000.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
691;Bilateral;Niger;Rural Development and Productive Agriculture Programme - Promotion of Productive Agriculture (PROMAP), Phase II;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2017.2093.7;2021;0.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
692;Bilateral;Niger;Programme de promotion d'une agriculture productive (PISA);Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2011.6690.9;2021;0.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
693;Bilateral;Niger;UNICEF-WFP partnership for resilience and social cohesion in Diffa region;Zuschuss;adaptation;Sonstige Soziale Infrastruktur und Dienste;0.0;Multisector aid for basic social services (16050);BMZ (UN World Food Progrmme (WFP)), significant objective, 2020.1849.7;2021;2500000.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
694;Bilateral;Niger;Social cohesion and infrastructure;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Disaster Risk Reduction (43060);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2020.1859.6;2021;3250000.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
695;Bilateral;Niger;Reducing hunger and strengthening the resilience of rural households in Tahoua region;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), principal objective, 2019.3319.1;2021;0.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
696;Bilateral;Niger;Partnership for resilience and social cohesion in Diffa region;Zuschuss;adaptation;Sonstige Soziale Infrastruktur und Dienste;0.0;Multisector aid for basic social services (16050);BMZ (United Nations Children's Fund (UNICEF)), significant objective, 2020.1848.9;2021;2500000.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
697;Bilateral;Niger;Strengthening autonomous producer organizations and associations in the Agadez and Zinder region, Niger;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural co-operatives (31194);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3947.1;2021;0.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
698;Bilateral;Niger;Rural development and productive agriculture Niger;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2014.2069.4;2021;0.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
699;Bilateral;Niger;Food security through strengthening the agricultural sector;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2017.6903.3;2021;0.0;Haushaltsmittel;BMZ;Niger;Westafrika;Afrika;Africa;NER
700;Bilateral;Niger Baisin Authority;Support for the Niger River Basin Organisation ABN;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;River basins development (14040);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2015.2107.9;2021;0.0;Haushaltsmittel;BMZ;Niger Baisin Authority;Nicht aufteilbar;Nicht aufteilbar;;
701;Bilateral;Niger Baisin Authority;Smallholder irrigated agriculture in Niger;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural water resources (31140);BMZ (Kreditanstalt für Wiederaufbau (KfW)), principal objective, 2008.6649.1;2021;0.0;Haushaltsmittel;BMZ;Niger Baisin Authority;Nicht aufteilbar;Nicht aufteilbar;;
702;Bilateral;Niger Baisin Authority;Support for the Niger River Basin Organisation ABN II;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;River basins development (14040);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2018.2014.1;2021;0.0;Haushaltsmittel;BMZ;Niger Baisin Authority;Nicht aufteilbar;Nicht aufteilbar;;
703;Bilateral;Niger Baisin Authority;Beratung ABN zum Grundwasserschutz (BGR);Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water sector policy and administrative management (14010);BMZ (Bundesanstalt für Geowissenschaften und Rohstoffe (BGR)), significant objective, 2013.2465.6;2021;0.0;Haushaltsmittel;BMZ;Niger Baisin Authority;Nicht aufteilbar;Nicht aufteilbar;;
704;Bilateral;Niger Baisin Authority;Groundwater consultung for the Niger Basin Authority (ABN), phase III;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Water resources conservation (including data collection) (14015);BMZ (Bundesanstalt für Geowissenschaften und Rohstoffe (BGR)), significant objective, 2019.2342.4;2021;0.0;Haushaltsmittel;BMZ;Niger Baisin Authority;Nicht aufteilbar;Nicht aufteilbar;;
705;Bilateral;Nigeria;Supporting sustainable agricultural initiatives for the promotion of a peaceful coexistence between farmers and pastoralists in the Diocese of Osogbo;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2019.3965.1;2021;0.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
706;Bilateral;Nigeria;Capacity building of small scale farmers to enhance food security in Kaduna state, North-West Region, Nigeria - continuation;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2019.7489.8;2021;0.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
707;Bilateral;Nigeria;Protecting the environment while earning a living through environmental education and agro-ecological approaches in Jos;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7540.6;2021;143000.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
708;Bilateral;Nigeria;Promotion of sustainable energy resources;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy and administrative management (23110);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective, 2010.2047.8;2021;0.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
709;Bilateral;Nigeria;MSME credit line with green window;Darlehen;mitigation;Finanzwesen;0.0;Formal sector financial intermediaries (24030);BMZ (Kreditanstalt für Wiederaufbau (KfW)), significant objective, 2020.6508.4;2021;12500000.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
710;Bilateral;Nigeria;Partnership Project between the BSW-Solar and the REEEA „Renewable Energy and Energy Efficiency Association“ ;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources - multiple technologies (23210);BMZ (sequa gGmbH), significant objective, 2020.1013.0;2021;450000.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
711;Bilateral;Nigeria;Integrated rural development in the Archdiocese of Ibadan, Nigeria;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural development (31120);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2018.3945.5;2021;0.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
712;Bilateral;Nigeria;Wholistic Community Empowerment for a Sustainable Development, continuation;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2019.7681.0;2021;0.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
713;Bilateral;Nigeria;Improving drinking water supply through well digging in the Catholic Vicariate of Kontagora;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Basic drinking water supply (14031);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2017.3021.7;2021;0.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
714;Bilateral;Nigeria;Socio-economic Empowerment for Communities in Northern Nigeria (continuation);Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2018.7697.8;2021;0.0;Haushaltsmittel;BMZ;Nigeria;Westafrika;Afrika;Africa;NGA
